SKU;Total Cost;Stockout Rate;Alpha Service Level;Beta Service Level;Average Inventory Level;Stock Coverage (days)
QSOF73TBC;3969,55;0,0;100,0;100,0;873,74;720,83
QSYH24CQB;11649,58;0,0;100,0;100,0;550,51;32,06
QTQQ18STC;20512,31;0,0;100,0;100,0;452,54;21,23
QTVP34KGG;79930,79;0,0;100,0;100,0;1533,57;8,7
QUFK62CBN;4909,15;0,0;100,0;100,0;705,05;101,16
QURP24BCZ;4214,85;0,0;100,0;100,0;294,27;42,41
QUYF81ZTD;14122,81;0,0;100,0;100,0;674,05;18,53
QVEN95FQS;77610,57;0,0;100,0;100,0;1579,13;18,41
QVET18CQH;9682,19;0,0;100,0;100,0;416,69;13,48
QVIC18WQB;372769,3;0,42;98,99;99,58;1192,07;7,8
QVKL14FRX;22515,74;0,0;100,0;100,0;1007,09;14,18
QVVF88YKC;8673,01;0,74;99,49;99,26;325,01;29,57
QWEV20OGI;0,21;0,0;100,0;100,0;12,63;16,67
QWMH94MOS;9915,91;0,0;100,0;100,0;1105,83;61,33
QWMU99ZJU;51121,69;1,23;98,99;98,77;1839,57;7,58
QXDM72XDH;144910,21;0,0;100,0;100,0;1880,35;7,27
QXLI12HEF;3958,31;0,0;100,0;100,0;389,16;33,43
QXNY62CAT;11527,69;10,58;97,98;89,42;5230,28;21,67
QZRC62ZAR;2295,67;9,04;99,49;90,96;361,42;45,87
RBQF01BID;5,91;0,0;100,0;100,0;1,91;63,17
RBZM41MRT;88925,05;0,43;99,49;99,57;1042,68;11,56
RCQV17PQZ;195779,45;0,0;100,0;100,0;1046,78;9,9
RCVZ50CQS;22512,45;0,0;100,0;100,0;1954,67;54,99
RDDC35ZPD;7924,53;0,0;100,0;100,0;2630,91;70,97
RDSE90QON;141567,94;0,11;99,49;99,89;1590,67;4,26
REBD40JGD;362216,96;1,32;98,48;98,68;28853,63;5,05
RFHD44BLL;2101,06;0,0;100,0;100,0;1379,55;535,59
RFIU95FKX;5223,51;0,0;100,0;100,0;280,91;140,45
RFKT10XUU;24316,02;0,0;100,0;100,0;946,42;31,42
RFNP40JMM;24650,47;0,0;100,0;100,0;620,73;6,19
RFRN99JDV;21316,95;2,7;98,99;97,3;311,66;11,28
RFRW91JQI;5425,24;3,1;97,98;96,9;320,92;16,85
RFWB96ZBO;85276,1;0,05;99,49;99,95;965,86;9,03
RFYV28LSE;174544,74;0,0;100,0;100,0;1357,73;4,93
RHKP67BIT;19032,71;0,0;100,0;100,0;690,39;20,16
RHPC77DDZ;31052,66;1,72;98,99;98,28;467,25;5,99
RHPH31ZAW;40013,3;0,19;99,49;99,81;1159,45;6,88
RLTT30QZQ;141425,37;0,0;100,0;100,0;1516,56;9,48
RMEO10IDD;31846,92;0,0;100,0;100,0;1187,39;22,72
RMRT61OGN;27008,13;0,0;100,0;100,0;957,38;22,22
RNLT07BZT;205596,76;0,63;98,99;99,37;9765,6;5,61
RNPD00TJP;49640,93;0,0;100,0;100,0;5958,42;10,62
RNYZ69VWX;71,02;0,0;100,0;100,0;65,32;293,93
ROEA65EKL;79941,43;0,0;100,0;100,0;1482,45;5,94
ROSZ84SVQ;15542,18;0,0;100,0;100,0;3472,42;71,0
RPHN38GZM;10983,61;0,0;100,0;100,0;386,29;18,71
RPXH65UOY;132400,27;0,32;99,49;99,68;1270,84;6,4
RRDX20HSX;48849,73;0,0;100,0;100,0;1344,18;11,65
RRLE81TIJ;19905,97;0,0;100,0;100,0;10032,95;124,94
RSKP89VRV;12935,77;0,0;100,0;100,0;624,87;34,71
RTCK77LJY;298923,2;4,07;96,97;95,93;9899,21;7,34
RTGZ03PJZ;34131,83;0,0;100,0;100,0;864,26;6,05
RTKR55RVC;14194,25;5,43;98,99;94,57;126,21;11,59
RTNB80BXR;4558,09;0,0;100,0;100,0;241,92;31,62
RUSY71UCC;199273,46;0,32;98,99;99,68;4283,13;12,16
RVGI69QBH;7568,96;0,0;100,0;100,0;910,27;123,87
RWMR86BVE;981867,51;0,0;100,0;100,0;85167,5;4,35
RXGJ59LBU;91555,41;1,27;98,99;98,73;341,96;5,74
RYFU49ZQL;39926,77;0,0;100,0;100,0;1372,56;7,61
RYMM02JSD;179858,75;0,0;100,0;100,0;1278,53;3,15
RYWP59HRF;16589,9;0,0;100,0;100,0;374,3;19,88
SATU94FJU;19406,44;1,19;99,49;98,81;3308,12;81,23
SBYE42KWB;5117,2;0,0;100,0;100,0;547,33;51,48
SCEC37IHC;29148,84;0,07;99,49;99,93;727,39;7,86
SDXR03CJM;46414,44;11,14;97,98;88,86;2609,42;13,57
SFNF33VEA;55755,91;1,77;98,48;98,23;372,84;6,0
SFTY06EHX;155661,28;0,0;100,0;100,0;634,87;6,97
SFVG67HOA;114324,78;0,0;100,0;100,0;1426,44;9,22
SFZF48FFF;8529,42;0,0;100,0;100,0;779,9;42,99
SGPW86DNX;11335,16;0,0;100,0;100,0;766,16;26,16
SGZY18LHD;98506,38;0,0;100,0;100,0;1528,67;43,54
SHNA76NKD;120672,36;0,0;100,0;100,0;3740,15;24,88
SHZF73GEU;69164,03;0,42;98,99;99,58;475,93;8,52
SITQ34BIU;6246,82;0,63;99,49;99,37;290,28;16,5
SIWE54BWL;74626,6;0,0;100,0;100,0;1959,51;6,16
SIXB85VXI;149833,69;0,0;100,0;100,0;2341,46;9,02
SJEO87YLD;37371,23;0,0;100,0;100,0;724,51;7,66
SJIR38UOQ;80643,17;1,96;98,99;98,04;1415,24;15,29
SJWY69YWU;48406,97;0,98;99,49;99,02;759,37;13,59
SJZB75URG;26,48;0,0;100,0;100,0;30,76;13,36
SKCG11ZFH;77466,13;0,0;100,0;100,0;806,36;10,01
SKGP93UFT;96994,3;0,0;100,0;100,0;437,59;14,45
SLDR26WLL;338089,78;0,0;100,0;100,0;23376,24;8,58
SLKH72NWZ;107994,78;0,0;100,0;100,0;2302,52;10,09
SLUJ39XEO;116051,74;1,29;97,98;98,71;1143,68;6,9
SMUE50WJP;6639,73;0,0;100,0;100,0;396,97;119,09
SMUP91GOP;2916,4;0,0;100,0;100,0;378,79;58,69
SNUJ77GRX;11773,3;0,0;100,0;100,0;371,67;44,52
SPHY20VZB;120523,95;0,77;98,99;99,23;4712,73;6,15
SPTI10MOZ;97803,38;2,46;96,97;97,54;1541,63;7,1
SQNX07KFL;20612,35;0,0;100,0;100,0;471,94;33,97
SRKU40UIY;103188,94;0,83;98,99;99,17;489,82;7,78
SRVK02SRB;882,03;0,0;100,0;100,0;30,39;20,89
SSBI86AKQ;56713,27;0,0;100,0;100,0;776,39;10,23
SSFS75DVD;39213,55;0,0;100,0;100,0;859,77;16,34
STWE89ZSK;12596,86;0,0;100,0;100,0;262,27;22,39
SUFW78HDG;358960,66;0,0;100,0;100,0;11512,24;11,06
SUMF86LVN;173,78;0,0;100,0;100,0;13,71;28,28
SUNE99ICB;7553,77;0,0;100,0;100,0;1179,14;82,5
SUVU33MZB;133483,64;0,0;100,0;100,0;2088,99;8,85
SUVU36RJS;15935,92;1,03;99,49;98,97;344,97;11,57
SUWS30NNW;48159,99;0,0;100,0;100,0;344,52;14,03
SVBA60QWO;8668,68;0,0;100,0;100,0;1311,84;167,79
SVIU22BOP;10667,94;0,0;100,0;100,0;355,0;78,1
SWDT98SLX;1520,01;0,0;100,0;100,0;475,88;62,82
SWMC79DDX;21513,96;41,07;96,46;58,93;1367,1;28,57
SWRJ43PWC;121796,72;0,69;99,49;99,31;426,28;10,05
SXDU70KPB;30525,29;2,18;97,98;97,82;615,49;7,47
SXGY87DCN;2718,82;1,93;99,49;98,07;268,96;17,45
SXKC37WVO;21374,72;0,0;100,0;100,0;1560,15;20,21
SYGV77BZR;8721,94;0,0;100,0;100,0;1152,32;152,92
SYJJ43YJY;182647,16;0,02;99,49;99,98;2632,09;6,7
SYYY06RBS;5616,44;0,36;99,49;99,64;280,61;33,19
SZYM37OEA;91041,92;0,0;100,0;100,0;1469,29;9,7
TAFI57PNS;45862,17;0,52;99,49;99,48;1871,76;7,42
TBRP94APL;3732,86;2,57;98,99;97,43;257,51;10,82
TBUC93IQV;21491,87;0,1;99,49;99,9;279,97;14,47
TBUT34GHQ;48040,42;0,0;100,0;100,0;13131,66;60,39
TCAT17SBM;132038,05;0,0;100,0;100,0;6864,06;10,88
TCCQ61EFF;1509,97;0,82;99,49;99,18;264,39;106,84
TCMP09HLF;127697,07;2,1;98,48;97,9;1166,77;5,26
TCYS21XMB;81443,21;1,95;98,99;98,05;743,26;5,16
TDDJ49HOQ;1434800,56;0,41;98,99;99,59;104688,78;6,78
TDID38XBP;115872,87;9,51;96,97;90,49;2873,25;6,45
TDRF57ZZV;74228,64;0,0;100,0;100,0;1212,3;8,59
TDUD88VNN;3101,44;15,62;96,97;84,38;37,94;13,04
TEPO39YNM;37505,95;0,0;100,0;100,0;691,41;12,85
TETH66TIA;8722,44;0,0;100,0;100,0;751,16;88,53
TFLS53NVL;109733,84;1,55;98,99;98,45;1890,61;7,05
TGBX26ADI;6534,43;0,0;100,0;100,0;1672,53;104,14
TGPM78EZN;16536,03;0,0;100,0;100,0;1281,61;60,2
TGTG47WSP;25601,99;0,0;100,0;100,0;368,56;9,27
TGXK53CJL;30343,19;0,0;100,0;100,0;763,18;226,89
THBX09CMD;1923,96;0,0;100,0;100,0;217,53;63,15
THGT75MGJ;4227,43;0,0;100,0;100,0;1753,58;70,23
TJYT91QAT;195330,51;1,35;99,49;98,65;1765,91;11,26
TKCD29VJP;26364,19;2,09;99,49;97,91;617,78;16,6
TKIS03YUJ;32330,69;0,0;100,0;100,0;916,88;11,29
TLTH99XSQ;108776,16;0,17;99,49;99,83;970,22;10,43
TLXX56RHV;13291,87;0,0;100,0;100,0;684,04;81,99
TMKB60FXY;50517,23;0,0;100,0;100,0;1959,69;8,63
TNWM98EUF;7258,23;0,0;100,0;100,0;808,71;132,12
TOAD80FMN;9127,02;12,86;96,46;87,14;556,34;13,02
TOMI82OSP;14752,53;0,0;100,0;100,0;913,67;42,11
TPDD98FBK;13864,76;5,43;98,48;94,57;251,11;9,9
TPPP81QTS;84081,81;0,02;99,49;99,98;1152,5;9,68
TPRX29BZA;124678,98;0,68;99,49;99,32;1386,51;6,46
TPYY95JQZ;85937,68;0,0;100,0;100,0;889,68;4,35
TPZF75VDN;42288,63;0,0;100,0;100,0;2098,94;22,01
TQBL17UUZ;5717,53;0,0;100,0;100,0;2749,15;115,42
TQLU60KDN;36666,91;0,0;100,0;100,0;1754,03;9,51
TQOX21ZKN;149457,97;3,03;96,97;96,97;2347,23;7,7
TRKK07TKT;131874,51;0,96;98,99;99,04;4142,47;7,71
TTAY57NAO;60046,25;1,12;98,99;98,88;1677,24;10,95
TTCM99IHU;68701,37;0,0;100,0;100,0;1282,67;15,96
TTWC67PAM;6634,72;0,0;100,0;100,0;886,33;130,0
TUAA01OUK;27488,5;0,0;100,0;100,0;1425,7;35,22
TULN35NJM;1392,28;0,0;100,0;100,0;462,6;90,96
TUXU97NFG;65682,37;6,12;97,47;93,88;942,53;6,95
TVJY51MSQ;264754,43;0,93;99,49;99,07;4865,0;14,85
TVTQ73RFS;50459,04;1,1;98,99;98,9;564,72;8,12
TVUP26XLW;5905,7;0,0;100,0;100,0;162,5;13,14
TWDP65AIX;7741,66;0,0;100,0;100,0;1479,47;59,73
TWRF20YGC;14463,24;0,0;100,0;100,0;1160,81;82,2
TWRY85LFJ;17328,21;0,0;100,0;100,0;2657,82;45,26
TXIB59UAE;39765,21;0,0;100,0;100,0;1249,05;5,82
TXTS73MAU;179342,24;0,0;100,0;100,0;839,92;5,77
TYHY95VHF;3149,89;0,0;100,0;100,0;536,73;89,45
TYWY16DEO;487369,3;6,66;96,97;93,34;24611,84;10,95
TZTR28FEY;5853,04;0,0;100,0;100,0;589,17;35,71
TZUP73BTI;265328,94;0,0;100,0;100,0;1404,38;10,79
UAGX12RJV;90447,59;1,53;98,48;98,47;1080,27;10,11
UDHX89MHN;92787,2;0,0;100,0;100,0;1534,32;11,63
UEEZ93SMW;4165,53;30,82;97,47;69,18;267,17;63,2
UESX36GHC;63267,34;0,1;99,49;99,9;636,94;6,15
UGQR96OVL;109875,79;1,07;98,99;98,93;1750,83;4,98
UHAT15XQT;108531,18;0,0;100,0;100,0;1403,37;7,69
UIOZ53QBD;66133,62;0,0;100,0;100,0;973,25;13,14
UKKS91HVP;3992,97;0,0;100,0;100,0;471,27;105,08
UKNV37ULA;29728,67;0,0;100,0;100,0;382,09;7,76
ULMN48IAA;66287,66;5,32;99,49;94,68;592,09;12,67
ULUG71AAX;46587,5;1,2;98,48;98,8;3075,43;19,98
UMGM77DWG;22568,99;0,0;100,0;100,0;1577,75;11,85
UMMI66YVH;846,78;0,0;100,0;100,0;15,63;12,89
UOGR54AJJ;85710,33;1,34;97,98;98,66;2637,56;4,1
UOIW32FZD;47288,01;0,15;99,49;99,85;1593,47;33,18
UORD98SGJ;3500,33;0,0;100,0;100,0;247,7;85,15
UPAY35SQS;65282,86;0,0;100,0;100,0;766,09;4,95
UPPY33BBQ;10206,9;0,0;100,0;100,0;1019,67;58,1
UPPY88MFL;137978,97;0,0;100,0;100,0;1194,49;3,62
UPWF73OTK;18900,71;0,0;100,0;100,0;521,23;24,29
UPXJ58SPR;1130841,94;0,98;97,47;99,02;33393,19;6,76
URKT52PJR;8949,24;0,0;100,0;100,0;460,47;47,78
USHX06KKA;32226,14;0,0;100,0;100,0;366,91;8,79
UTNA37DNE;35110,94;0,0;100,0;100,0;1210,24;9,12
UUMC36RRN;232726,36;0,04;99,49;99,96;2538,54;5,76
UVAB60CVK;58905,67;0,0;100,0;100,0;1334,5;17,65
UVKF24HZF;13962,88;0,0;100,0;100,0;1027,32;11,83
UVKQ34ZZT;175600,1;1,1;99,49;98,9;2621,92;6,04
UWKY91JYO;49818,47;0,11;99,49;99,89;3478,76;18,92
UWOH01FWF;48505,4;0,0;100,0;100,0;1266,89;17,9
UWPN18IQT;7250,32;0,0;100,0;100,0;956,3;199,73
UXKW21WFB;138851,37;1,51;97,98;98,49;2015,03;6,57
UZPU09HXC;22105,71;0,0;100,0;100,0;872,42;41,13
UZZD93BCK;150719,01;0,57;99,49;99,43;1487,37;7,36
VAEF20KVP;60744,33;0,0;100,0;100,0;916,85;7,33
VAJM98BAR;148678,16;0,76;98,99;99,24;1878,77;5,78
VAOC41LXO;8238,77;0,66;98,99;99,34;368,53;10,21
VBQC01EWD;34530,91;0,0;100,0;100,0;345,4;15,42
VCAO88HDJ;5537,65;0,0;100,0;100,0;707,6;65,2
VCKQ12PEJ;2073050,82;0,0;100,0;100,0;48323,69;5,64
VCPQ11DNR;1455097,02;2,11;98,48;97,89;133900,16;4,07
VCTZ45TLC;67400,79;0,88;98,99;99,12;942,9;7,61
VDGZ74BQO;9756,09;0,0;100,0;100,0;898,23;17,78
VDPF77AET;19657,53;0,0;100,0;100,0;281,04;44,69
VDPQ65JML;38101,19;0,0;100,0;100,0;3084,77;17,98
VEQW28XFQ;123620,13;0,0;100,0;100,0;2961,16;5,81
VEZU16UAO;327636,82;0,89;99,49;99,11;1377,25;2,51
VFIH43FUI;24412,92;0,0;100,0;100,0;632,42;23,19
VFVS31SRI;37058,1;0,0;100,0;100,0;857,64;41,44
VFXE99TCX;65512,98;0,0;100,0;100,0;964,65;11,73
VGUO76EGN;3223,25;0,0;100,0;100,0;381,49;81,75
VGZQ62MFR;41697,28;0,0;100,0;100,0;855,95;8,79
VHNG92NPQ;12032,92;0,0;100,0;100,0;518,11;29,55
VHRD63MRQ;324160,43;5,03;95,96;94,97;11507,77;5,18
VJFY24YVG;13139,31;1,82;99,49;98,18;396,95;65,06
VJXA46YJV;181142,13;11,41;95,96;88,59;4026,06;11,03
VJYA77ZKL;38309,62;0,0;100,0;100,0;1533,71;24,02
VKKA83MYR;63278,82;0,0;100,0;100,0;1598,89;10,79
VKMT02NLP;15371,91;3,65;99,49;96,35;322,12;32,81
VKPR75SMT;18916,68;4,12;98,99;95,88;539,34;18,32
VLIZ23PWT;19339,27;0,53;99,49;99,47;499,62;17,36
VMHG33HXP;10351,89;0,0;100,0;100,0;157,59;13,36
VMLY44FVA;8792,03;0,0;100,0;100,0;701,82;65,98
VMQQ77ZOV;20028,02;0,0;100,0;100,0;511,33;11,23
VMXT58OKC;57642,93;0,0;100,0;100,0;2876,3;12,49
VNCX04AYB;55880,84;6,3;97,98;93,7;3067,1;16,28
VNDD37YKZ;106570,95;0,68;98,99;99,32;6411,58;10,52
VNER88KYI;591346,17;2,63;97,98;97,37;71836,1;12,76
VNMF29GQJ;324601,25;2,23;97,98;97,77;2416,94;5,93
VNVO27LXT;18016,16;0,0;100,0;100,0;891,76;36,39
VPOL68LNP;133864,82;5,03;97,47;94,97;1930,56;8,37
VQJA05QTF;20866,77;0,0;100,0;100,0;935,27;42,78
VRLE03HDN;20594,26;0,17;99,49;99,83;470,64;13,31
VRPX18MSY;55538,86;0,98;98,48;99,02;1219,32;14,98
VSGT86SPB;34515,35;0,0;100,0;100,0;504,73;15,31
VSYL05XGX;1059,81;0,0;100,0;100,0;323,15;888,67
VTMM90FNA;0,84;0,0;100,0;100,0;15,42;33,93
VVPF83DQE;12339,68;0,0;100,0;100,0;813,67;54,24
VVTH52ENP;2926,5;0,0;100,0;100,0;1021,68;102,48
VWBX47QRS;88137,02;1,32;97,98;98,68;1391,94;7,27
VWLU97PHY;20236,7;0,0;100,0;100,0;314,88;15,45
VXHH54HHZ;26991,91;0,0;100,0;100,0;477,39;16,08
VXVN17OEW;138,27;0,0;100,0;100,0;1722,18;100,77
VXYV20MFP;115527,89;0,46;99,49;99,54;395,97;5,83
VZXK37PGT;16521,76;12,18;96,46;87,82;540,33;14,06
WAMC06ZZR;35536,5;0,0;100,0;100,0;890,35;19,75
WAON76OCZ;10142,25;3,67;99,49;96,33;1035,76;47,04
WCCG39SGJ;20750,58;0,0;100,0;100,0;827,88;30,78
WCNM16COQ;26738,8;0,0;100,0;100,0;976,29;10,77
WEGX88XCD;501525,18;2,07;96,97;97,93;11163,9;4,44
WEMQ64JZW;273758,52;3,73;98,48;96,27;11328,74;6,51
WEQO35JQF;36229,67;0,0;100,0;100,0;1443,75;17,1
WERK56LLN;15344,51;4,39;96,97;95,61;520,92;22,18
WFBB66HWF;57613,1;0,0;100,0;100,0;417,58;16,37
WFEJ46DYX;9359,83;0,0;100,0;100,0;3259,15;63,02
WFTG45HGB;108451,35;0,0;100,0;100,0;1001,91;11,72
WGBN92WST;108960,05;0,0;100,0;100,0;963,33;7,73
WGEI02BFP;121667,04;0,0;100,0;100,0;986,39;8,06
WHBL52SNT;21651,46;0,3;99,49;99,7;587,0;19,63
WHFO98CBT;81301,21;0,0;100,0;100,0;920,53;11,44
WHKB94GJB;25772,97;0,0;100,0;100,0;899,24;20,41
WIZO10EPL;144593,47;0,0;100,0;100,0;1809,7;8,72
WJLI31DHL;19974,39;0,0;100,0;100,0;953,86;46,61
WJNJ41QMC;47597,26;0,0;100,0;100,0;3279,39;17,72
WJNT51AMA;78933,38;0,6;98,99;99,4;3104,21;9,56
WJPY55QVB;506562,11;0,72;98,48;99,28;33629,34;4,0
WLCA21RPR;238569,76;2,81;97,47;97,19;3569,36;6,69
WLFM36VBX;17,94;0,0;100,0;100,0;460,61;115,15
WLFP10LFG;19341,15;0,0;100,0;100,0;897,64;36,71
WLNB78SAN;21715,86;0,0;100,0;100,0;638,03;25,25
WMDB07SPB;190665,02;0,0;100,0;100,0;2113,21;5,03
WMDL15NGL;107239,64;0,0;100,0;100,0;878,48;11,01
WMDT13YIA;26067,15;0,0;100,0;100,0;584,44;7,9
WMEE22MAN;678066,13;0,0;100,0;100,0;27285,48;7,07
WMNM97UWP;88136,79;0,22;98,99;99,78;426,52;5,62
WMOR31GBK;40520,99;3,11;98,99;96,89;325,79;8,19
WNKP07NXO;51107,65;0,0;100,0;100,0;1069,58;7,48
WOIJ95CMV;30471,12;0,0;100,0;100,0;1033,64;55,8
WPCW36EXB;16485,61;1,11;98,48;98,89;1730,56;14,0
WPXA43ZIE;128418,7;0,32;99,49;99,68;525,67;6,35
WRAV09HIQ;83339,41;0,49;99,49;99,51;2992,81;26,12
WRCW69WHA;140071,63;2,83;98,48;97,17;1337,32;5,05
WRDC21OHZ;32846,01;1,68;97,98;98,32;2540,24;13,56
WRQB62IPW;6599,59;0,0;100,0;100,0;1185,66;533,55
WRQN30ZRV;27544,18;0,0;100,0;100,0;287,45;35,75
WSKC91CGX;10156,44;0,0;100,0;100,0;452,3;21,32
WWAS66LVO;110478,51;0,0;100,0;100,0;1510,78;5,72
WXYE15FCZ;5215,99;0,0;100,0;100,0;149,13;48,57
WYKF62EEV;29890,04;0,0;100,0;100,0;519,86;18,24
WYOF97JMD;72185,98;2,6;98,99;97,4;1180,71;6,8
WYRN17UKQ;5415,65;0,0;100,0;100,0;1126,33;256,34
WZDU50ODQ;11329,34;1,52;99,49;98,48;232,32;12,98
WZMX43SQL;200246,0;0,7;99,49;99,3;1315,98;6,2
XAGA79NPV;37085,75;0,0;100,0;100,0;873,94;10,1
XAGC02NKC;25025,49;0,0;100,0;100,0;575,96;27,51
XAKX37DSH;17947,49;0,0;100,0;100,0;1076,65;9,68
XBOZ61NGL;2445,47;0,0;100,0;100,0;222,74;36,57
XBVM33BFK;164030,18;0,0;100,0;100,0;1869,56;6,8
XCMA86QNI;171801,93;3,66;98,48;96,34;902,7;7,48
XCPE58EOM;796,61;0,0;100,0;100,0;38,61;21,35
XCZH16DYT;4629,53;0,0;100,0;100,0;2357,05;148,16
XDQL32GCN;8524,31;0,0;100,0;100,0;488,84;96,79
XESF19QOL;224001,66;0,0;100,0;100,0;5946,55;16,34
XEXX13LVG;15042,62;0,0;100,0;100,0;1115,15;108,24
XFSS86ENP;357219,33;0,9;99,49;99,1;15870,23;3,39
XGBN67XBS;1,22;0,0;100,0;100,0;30,02;121,29
XGKR86GEO;3425,4;0,0;100,0;100,0;440,4;193,78
XHTK76QAK;64560,35;0,0;100,0;100,0;775,78;10,94
XIIH75ZKM;27,31;0,0;100,0;100,0;403,21;424,66
XIQQ11DFL;78435,66;0,0;100,0;100,0;989,45;6,1
XLBB96LQB;95207,74;3,8;98,48;96,2;8252,7;6,8
XLPH35HHT;72411,68;0,82;98,48;99,18;1448,13;5,12
XLQC26ZHC;276668,16;0,68;98,99;99,32;11465,93;6,22
XLQS11ZKD;14620,68;0,0;100,0;100,0;378,88;16,15
XMBY37ZYQ;12078,3;0,0;100,0;100,0;2113,21;132,2
XMFY42NTR;33237,61;9,76;96,97;90,24;1305,36;9,07
XMPF04PDF;2376,17;0,0;100,0;100,0;438,63;112,5
XMWI66RQU;258170,54;0,2;99,49;99,8;373,73;4,14
XNGH02RHN;9117,98;0,0;100,0;100,0;165,15;13,19
XNJO25EKM;46576,46;16,42;96,46;83,58;2266,55;11,0
XNVP51APW;35408,38;0,0;100,0;100,0;4340,76;20,52
XOAP26UJM;9093,93;0,0;100,0;100,0;1606,61;168,85
XOOL57JJV;80048,96;6,84;98,99;93,16;3576,43;17,6
XPGW87THZ;170294,28;0,22;99,49;99,78;2052,49;3,65
XPVH47FTK;104360,61;0,64;99,49;99,36;1883,36;10,94
XPWX68SNJ;20411,26;1,06;98,99;98,94;403,36;15,72
XQKF27KMA;9201,22;0,66;99,49;99,34;875,24;10,41
XQUC50NXC;124827,46;0,0;100,0;100,0;6612,39;19,69
XQZP51OET;87351,66;0,79;98,99;99,21;3959,82;8,08
XSHX91DTM;7101,61;0,0;100,0;100,0;770,73;146,17
XTNP80BTF;93109,81;0,16;99,49;99,84;591,82;12,7
XUQS98NZP;54333,31;0,11;99,49;99,89;434,57;5,75
XUVV41MLB;35596,19;0,0;100,0;100,0;2303,48;22,97
XUZZ14ZDP;154941,08;0,0;100,0;100,0;15149,78;10,26
XWYZ22YSM;303058,83;0,07;99,49;99,93;3278,89;5,13
XXAK75IJO;114411,17;0,0;100,0;100,0;658,16;4,35
XXJJ71TAV;49998,27;0,0;100,0;100,0;4071,09;21,49
XZFP32TTX;9380,99;0,0;100,0;100,0;939,22;86,42
YACY00BTH;139953,84;0,43;99,49;99,57;5033,03;7,0
YAIT16NAA;94425,67;0,03;99,49;99,97;2736,36;6,53
YBGR62EID;18632,11;0,0;100,0;100,0;1245,57;34,99
YBIF35VSN;6265,75;4,03;97,98;95,97;665,57;18,78
YBXA90GPT;82221,36;1,11;98,99;98,89;5028,97;18,43
YDAS10QVH;12038,06;0,0;100,0;100,0;867,68;38,52
YDCO38ZBK;13166,49;17,92;96,97;82,08;229,75;10,53
YDCT98KJG;102422,42;0,85;99,49;99,15;1201,27;5,77
YDGA40PLB;34999,68;0,0;100,0;100,0;456,2;12,15
YEIW32KNI;5,81;0,0;100,0;100,0;113,64;535,71
YEKB64BDP;265306,41;0,0;100,0;100,0;1919,58;4,79
YEPB41JWK;1494,65;0,0;100,0;100,0;133,36;86,58
YETI19PZC;54831,12;3,71;98,99;96,29;833,52;9,06
YGCG78ADY;69228,76;0,0;100,0;100,0;1592,03;9,26
YINX18ZNT;15190,96;0,0;100,0;100,0;1043,7;15,77
YIRD60PKX;40997,52;0,0;100,0;100,0;682,46;12,7
YJWV38UJM;116094,81;8,86;99,49;91,14;15878,35;7,49
YKAI34NXM;237140,08;1,16;98,48;98,84;5861,72;3,91
YKKF67SRL;18708,89;0,0;100,0;100,0;1349,95;20,54
YKKN74YKQ;26195,07;3,97;99,49;96,03;289,94;19,47
YLEK88IIW;190989,4;0,22;99,49;99,78;1534,86;4,28
YLFB21NCQ;24925,09;0,0;100,0;100,0;535,77;12,49
YLYH48XYT;10979,71;6,98;97,98;93,02;119,02;11,42
YOLQ59KBB;883341,89;2,35;97,98;97,65;23911,31;8,35
YPPD13THS;8946,98;0,0;100,0;100,0;237,7;54,98
YSHC86IPA;71125,16;0,77;99,49;99,23;1161,6;11,68
YSPM28TQQ;194670,12;0,98;98,48;99,02;1485,31;7,12
YTAW64TVM;1308,24;0,0;100,0;100,0;214,42;41,87
YTIG50ZCW;9751,12;5,59;96,97;94,41;150,17;14,96
YUGB62XTR;8,58;0,0;100,0;100,0;171,19;34,73
YUVA79CUQ;55186,85;1,26;98,48;98,74;3556,18;13,3
YWBF87LOB;57400,73;6,93;96,97;93,07;405,91;9,1
YXHD21XCT;48122,04;0,07;99,49;99,93;482,22;13,86
YXJK87KND;5533,97;0,0;100,0;100,0;1672,44;48,58
YXMO56NPP;294396,68;0,6;99,49;99,4;22798,37;4,84
YYAM17YQZ;366607,07;0,06;99,49;99,94;5478,28;11,79
YYXK56YSS;119916,86;1,02;98,99;98,98;2804,08;6,22
YZBJ73ISL;6281,08;0,0;100,0;100,0;400,91;25,89
YZGF02JTH;96323,67;0,0;100,0;100,0;4229,06;10,63
YZGY35ARL;44221,74;8,35;98,99;91,65;602,58;17,04
YZJH39MDL;32013,59;0,0;100,0;100,0;1076,74;31,61
ZAFX55LEG;30,96;0,0;100,0;100,0;760,1;179,17
ZAJS51NRK;21050,95;0,0;100,0;100,0;1243,49;11,23
ZAKI17WGG;43312,54;0,0;100,0;100,0;1122,55;11,73
ZAOU99DZO;885681,05;0,29;98,99;99,71;21685,25;5,62
ZBIZ78JQO;77281,79;0,38;99,49;99,62;1413,25;11,08
ZBKD72AIO;94095,36;0,0;100,0;100,0;1457,11;14,74
ZBNK45BHA;22457,55;0,0;100,0;100,0;1459,11;112,85
ZBWM41KQW;5631,77;0,0;100,0;100,0;822,14;299,24
ZCDP01RZO;45025,49;0,0;100,0;100,0;599,64;29,98
ZCKS76OQU;144175,15;0,0;100,0;100,0;8346,44;6,1
ZCNT51XDU;140850,07;7,43;97,47;92,57;7054,32;9,31
ZCSV17DFX;57583,05;0,0;100,0;100,0;1117,62;12,47
